destination;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia (Plurinational State of);Bonaire, Sint Eustatius and Saba;Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cabo Verde;Cambodia;Cameroon;Canada;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;China, Hong Kong Special Administrative Region;China, Macao Special Administrative Region;Colombia;Comoros;Congo;Cook Islands;Costa Rica;C?te d'Ivoire;Croatia;Cuba;Cura?ao;Cyprus;Czech Republic;Democratic People's Republic of Korea;Democratic Republic of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy See;Honduras;Hungary;Iceland;India;Indonesia;Iran (Islamic Republic of);Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao People's Democratic Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia (Federated States of);Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;Republic of Korea;Republic of Moldova;R?union;Romania;Russian Federation;Rwanda;Saint Helena;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Samoa;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Sudan;Spain;Sri Lanka;State of Palestine;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Thailand;The former Yugoslav Republic of Macedonia;Timor-Leste;Togo;Tokelau;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom of Great Britain and Northern Ireland;United Republic of Tanzania;United States of America;United States Virgin Islands;Uruguay;Uzbekistan;Vanuatu;Venezuela (Bolivarian Republic of);Viet Nam;Wallis and Futuna Islands;Western Sahara;Yemen;Zambia;Zimbabwe
Latvia;24;8;12;;0;2;9;0;20;1073;1;93;104;3109;;0;5;3;77583;28;;0;;;;;3;;17;;;50;;1;1;0;1;87;;2;;;2;326;;;4;;2;;0;2;8;70;;3;176;14;;151;;;0;0;11;;;0;4069;;;;;170;128;;;;0;2039;4256;;;12;0;;;;0;;;;;;;285;9;74;3;30;5;28;;43;57;0;9;7;8726;0;;2;1233;;;40;;;3;0;27884;1;1;1;14;;3;3;;;;0;;12;;;180;;;5;0;;;;2;42;;11;1;;8;;;52;;34;1;0;;2;7;2;1526;2;;0;18;2426;;69;234753;1;;;;;;;;;0;;0;;3;3;;17;4;;0;3;2;17;12;0;2;;;206;24;10;821;2;;;1;;;0;0;25;928;;;2;53157;2;218;0;479;;5;2919;;12;7;;;1;;2
Lebanon;;;;;;;;;;;;;;;;234;3814;;;;;;;;;;;;;;;;;;;;;;;;;;;5103;;;;;;;;;;;;;;;;;;;;;130459;;;;;;;;;;218;;;;;;395;;;;;;;;;;;;;;;323;;1940;5738;;25369;;;865;;;;1012;;;;414;;;;;;;536;;;;;;;;;;;;;;;;;;;;;330;;;;;;;;;;;;;;;351;1793;;;;;;2117;;;;;;;;;329;;;;;;;;;;2773;;;;;;;;;;;;152;;6876;467005;1238;;;;;26159;;;;;;;;;;565;;;;;218;;445;;1442;;;;;;;;;1311;;
Lesotho;;;;;;;;;;;;;;;;;;;;;;;;;;;;102;;;;;;;;;;;;;;;;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;;;;;;;;;;;;;;;;215;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;;;;;;;;;;23;;4;;;;;;;;;;;;;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2441;;;;;;;36;;;;;;;;;;;;;;;;;130;;;;81;85;;;;;;;;;;66;66
Liberia;;;;;;;;;;;;;;;;;;;;;;61;;;;;;;;;;;373;;;;;238;;;;;;;;;;;;;;2093;;;;;;;;;;;;;;;;;;;;;;;284;;;;630;;890;9542;;;;;;;;31145;2171;;;;;;;742;;;;;;;242;;;;;;;;;;;4056;;;;;;;;;;;1889;;;;;;;;;;;;;;;;;;;286;;;;1081;2294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;233;;;71154;;;;;;;;;275;;;;;;1075;142;;;;;;240;;;;;;;;;;;;1099;;2837;;;;;;;;;;;
Libya;236;223;2642;;;;;;;188;;551;554;;;712;919;;560;496;;;;;;;243;;188;;;;;;;;;2098;;;631;;;2264;;;;3162;297;;;438;;;;;;;320;567;1047;;;;15455;520;;1459;;1347;;;;611;3699;;;;;;5172;452;;1925;;;;;;;230;;;;;249;;3564;9612;303;50384;;;;4923;;740;15015;591;246;;7947;;;;8143;;;;;;;;;5828;;249;;;;264;;;;;202;;;;3605;;;;;;1304;;;;264;2098;;;246;1247;1810;;;;;;3246;499;;;1040;527;;;438;5331;;;;;;;;;;26101;824;;;175;492;;;;;76918;476;1307;534;270;210540;10616;;;551;686;20428;499;2098;;;;;;;2270;1865;175;;;;644;2044;5321;196;7274;;;277;;;;;;15734;;
Liechtenstein;;;;;;;;;0;;;;2608;;;;;;;22;;;;;;;419;;65;;;24;;;;;;;;;;;;52;;;1;;;;;;157;;;;13;;;22;;;2;;;;;;17;;;;;1;73;;;;;;1489;;;102;;;;;;;;;;;;9;1;0;;;;9;;;1471;;;;;;;;;1;;;;;;;;6;;;;;;;;;;;;0;;;;110;;;;;;;;62;;;;;;;;13;;;;;;;;1;15;640;;;;;;8;20;;;;;;;;;;;;536;;;;;24;73;;;1;;585;;;;;;24;4823;;;2;614;;;;;;0;1158;;;;;9;;47;;60;;;;;;;;;;;
Lithuania;35;;;;;;;;72;681;;19;41;1340;;;;;56088;26;;;;;;;;;65;;;28;;;;;;57;;;;;;137;;;;;;;;;;;;3;57;;;87;;;;;3;;;;1107;;;;;65;188;;;;;896;1605;;;9;;;;;;;;;;;;115;6;;;21;;16;;26;35;;11;;6544;;;;606;;8333;104;;;;;;;;;;;;;;;;;;;;;68;;;;;;;;;28;;;;;3;;;38;;31;;;;;;;3830;3;;;;846;;31;95271;;;;;;;;;;;;;;;;;14;;;;;;732;;;;;;241;20;;516;;;;;;;;;35;375;;;;20051;14;246;;1026;;19;1626;;;57;;;;;
Luxembourg;;264;88;;;;;;35;;;67;469;;;;26;;38;12679;;;;;;;2130;;262;;;96;;;1422;;53;208;;;;;51;927;;;23;;;;;;365;20;;2;83;;85;1630;;101;31;;22;;;;16;;;;;653;17116;;;;;;8612;;;983;;;;;;;;;;;;122;290;170;;204;;765;;37;16274;;249;;;;;;;;7;30;;;;;12;;;;23;;;12;;;;46;;24;;;;7519;;216;;;;;27;3163;;20;;;;;;154;;;;;;;87;166;570;50254;;;44;;;303;344;22;;;;;;;;;;26;0;;;;;63;49;;;41;;2397;;;;;;967;468;;;153;304;;;;;;118;177;;;;;154;;3760;;965;;;;;22;63;;;;;
Madagascar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1458;;;;8050;;;;;;;;;;;;;;;;;;;;;;;;;;;6567;;;;;;;;;;;;;;;;;;;;;;;1152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malawi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5677;;;;;;;;;;;;;;;1509;;;;;;;;;;2389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4947;;;;;;;;;;;;;;;;;;;59;8837;;;;;;;;;;;;;;;;;;;;;;;;;;;1578;10278;;;;;;;;;;;45797;39732
Malaysia;44;;;;;;;;;;;2609;;;;;46489;;;;;;;;;;;;;;2989;;;;;2979;;;;;;;;47499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76707;634380;;121;;;;;;7409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16841;;;42109;;;1051;;;;;;;;6231;;;;;;154427;;;;;1682;;;;;;;;;;;;;;;;;;;39077;;;;;204;;;;1682;;;;;;;;;30108;;;;;;;;;;;;;;;4841;;;;;;;;47469;;;;;
Maldives;;;;;;;;;;;;48;21;;;;5286;;;;;;;;;;;;;;;;;;;;;78;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;;;;;;;86;;;;;;162;;;;;;;;;;;;;;;;;11427;;;;;;;374;;83;;;;;;;;;8;;;;;;;;;58;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;100;;;;;;156;;;;;;;;;;;;;;;;;;;;;;;;54;;;;;;;;;7720;;;;;36;92;;;84;;;;;;;;;;;;;;;89;;16;;;;;;;;;;;
Mali;;;554;;;67;;;;;;;;;;;;;;;;520;;;;;;;;;;;20155;;;;567;;;271;;;;76;;;;;3856;;;54884;;;;;;;;;;;;;;;;;;;;;;;2347;;;4279;570;;;2388;;;;;;;;14659;;;;;;;;;;;;;;;;;;;;;;;;;;;;562;;;;;;;;;;;;;12423;;;;;;;;;;;;;;;;;;;5259;1524;;;;;;;;;;;;;;;;;;;;92;;;;;;;;;;;10719;;;1177;;;;;;;;;;;;;;;;;;;;;;856;;;;;;;;;;;;;;223;;;;;;;;;;;
Malta;;48;31;;;;;;10;15;;4128;55;;;;9;;10;58;;;;;;;77;;40;;;230;;;;;;1603;;;;;;220;;;;;;;;;54;;;31;30;;;37;;;;;379;;;15;;37;;;;25;161;;;;;19;578;9;;32;;;;;;;;;;;;15;;194;18;13;48;141;;12;968;;23;19;;27;;12;;;13;44;;;645;;10;;;;24;;;;;;;;;;;;;;;124;;;;;;214;;13;;15;76;;;19;;81;;;;;12;139;61;10;;;;20;;224;382;;;;;;;;;;15;;302;;;12;;40;19;;10;67;;35;13;19;12;;;83;50;151;;63;43;;;;;13;239;117;;;;;92;9;7313;;1051;;;10;;;;;;;;23
Marshall Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158;;;;;;;;;;;;;;;;;;;;;;;;139;;;;;;;;;;;;;;;;;;;;;;;;;;;311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;856;;;;;;;;;;;
Martinique;;;91;;;;;;;;;;;;;;;;;116;;;;;;;;;67;;;;;;;;;;;;;;;139;;;;;;;;;;;;;;;;;;374;122;;;;;;;;;;;;41569;1596;;;;;;;;;;;4821;;;;;;1562;;;;;;;;;;;;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;366;;;;;;1792;;;;;;;;;;;;;;;;;;;;;;;;;;;137;;;;;;;;;;;;;;;;;135;;;;;;;;;;;;;
Mauritania;;;1601;;;;;;66;;;;;;;;;;;60;;541;;;;;;;157;;;;;;;;385;50;;;51;;;156;;;;;;;;192;;;;;;;42;;;;;;222;;;;;;;;;;;;;84;;;;204;;;;;;;;3042;1178;;;;;;;;;;84;;;;54;;;;;;;31;;;;116;;;136;;;;;;;;7483;;;;;;;;;;;;;337;;;;;;;;;;148;;;;;;;;;;;;;;;;;69;;;;60;;;;;;;;;;300;37730;;;;;;;;;;;;84;;148;;;;;;137;;;;;114;;;;243;;;;;;;68;;;108;;;;;;;;;;;
Mauritius;;;;;;;;;;;;;;;;;313;;;15;;;;;;;;;;;;;;;;;;34;;;;;;8024;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;993;;;;;;124;;;;;;;;;;;;;;;;;3278;;;;6;;;106;;15;;;;;;;;;;;;;;;;563;;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;38;;;;;;;;;;;;;58;;;;;;;;307;;3;42;;;;;;13;;;;;;;;;;;;;;;;;;458;;41;;;;;;;;;;;
Mayotte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36203;;;;;;;;;;;;;;;;;;;;;;;;;;;5080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mexico;;;131;;;49;;;6625;75;;408;735;;;;15;;;1083;1597;;;;2007;;;;3391;;;322;;;;;6;7245;;;;;5685;2665;;;6639;;;;3166;6;82;7267;;;330;2156;15;355;;;1199;1778;159;5786;;;;;;;;125;5723;;;;;;5632;;;297;;;;;29156;;;;334;;4203;351;;583;99;249;60;246;;1469;5558;121;4356;64;;26;;;;;26;1698;;;;;101;;;;61;;;;;;;;;;;;;;;232;;;;;;1140;;110;3696;;44;;;197;;87;;2396;;329;5479;458;1401;401;2572;;487;;;357;1901;;;;;;;;;;172;20;23;;;63;;34;49;;;110;;21334;;11;;;;629;2192;472;;64;;;;;;41;;359;;;;;322;;3976;;358399;;1966;;;3024;50;;;;;
Micronesia (Federated States of);;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;;;;;;;;;;;;;;;;;;;55;;;;;;;;;;;;;;;;;;;;;;106;;;;;;;;;;;;;;;;;;;;;;;;86;;;;318;;;;;143;;;;;54;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;197;;;;;;;;;;;
Monaco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mongolia;;;;;;;;;;;;4;4;;;;;;;;;;;;;;;;;;;2;;;;;;32;;;;;;2013;;;;;;;;;;;;;7;62;;;;;;;;;;;;;;;;24;14;;;;;;60;;;;;;;;;;;;;;;0;;29;;;;2;;;4;;149;;644;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;37;5;;;;336;;;;3362;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;5;;;;15;;;;;;;133;;;;;;;79;;301;;7;;;;13;;;;;
Montenegro;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Montserrat;;;;;;;;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;;;;;;;;;;;;;;;;;;;;;250;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;;;;;;94;;104;;;;;;;;;;;
Morocco;;;8877;;;;;;;;;;;;;;;;;927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1243;;;;;;;;;;;;;;;;1228;;;;;;;;;;14547;;;;;;952;;;;;;;;;651;;;;;;;;;;;1133;;;;1253;;;;;;;;;;;892;;;777;;;;;;;;;;;;1053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1193;;;;;;;;;;;;2708;;;;;;;;1353;;;;;;;;;1704;;;;;;;;801;;1208;;;;;;;;;;;
Mozambique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5489;;;;;;;;;;;;;;;;;;;;;;;;1174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1983;;;;;;;;;;;;;;;;;;;6265;;;;;;;35695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1256;;;;;;;;7139;;;;;;;;;;;;;;;;;;;;;;;;;;;;26952;;;;;;;;;;;;;;;;;;;;;;;;;;;;5706;;;;;;;;;;;3639;17924
Myanmar;;;;;;;;;;;;;;;;;1359;;;;;;;;;;;;;;;;;;;;;;;;;;;44999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Namibia;58;;637;;;48646;;616;67;84;;705;801;;67;65;44;;;242;;206;;;;;;865;702;;;41;94;511;;;156;248;;;;;44;4078;;;;;1468;;;41;;893;;;101;133;4179;150;;;;;229;;;;;278;;;;104;705;;;;114;;11896;189;;;;;;;;71;;;;;;;;886;120;41;;80;;143;1083;;150;;;1458;;;;;;61;166;;48;;;58;;485;;;;;;;;141;;;;;;;;;182;;;;;679;;67;;;1290;;;71;;219;;;;;;325;222;570;;;48;;;41;597;471;;;;;;;;;;41;;75;216;;;;;;123;11132;;452;;;262;;259;133;564;;;98;;;;;;;;48;;;;633;338;;2256;1442;1379;;;;;;;;;;3971;18964
Nauru;;;;;;;;;;;;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;188;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;1006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;;;;;;;;;;;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;;0;;;;;;;;;;;;;;;;;;;;268;;;;;;;;;;;;;;;;;
Nepal;;;;;;;;;;;;;;;;;522;;;;;;;111196;;;;;;;;;;;;;;;;;;;;22820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;543594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Netherlands;19683;362;3717;;;3445;14;23;2020;85;727;9177;6742;81;48;98;800;74;27;44982;;106;19;19;431;3748;458;177;7770;;545;1650;181;444;10923;522;859;8136;;29;56;;2787;32395;;;8883;;587;;413;353;129;624;52458;247;4661;4;4492;3048;96;67;5593;876;9082;267;19;309;165;7281;;;12;2237;17789;;;71;223;63;123252;10792;23;7052;;29;;;328;784;148;2309;541;;250;5151;377;10649;166679;19921;29654;4252;;4136;16607;784;5687;777;8;1759;;1290;0;109;255;2922;83;1955;399;;342;796;137;218;2716;;96;210;;;325;289;;1312;;46;54;;;151473;431;171;136;;413;;;3210;265;104;3836;;;2355;347;10427;;201;0;156;1884;6671;16189;9606;;31;5056;9;;4036;14823;606;;41;41;;40;14;;115;890;604;49504;78;1265;2603;18735;27;26;;21261;10553;;17910;9156;;3441;183613;72;3492;5618;4060;122;5917;10;;609;;;450;3712;176615;;;;640;92;41;43294;1091;20186;;565;9766;;2136;10560;;;133;820;954
New Caledonia;;;676;;;;;;;;;298;;;;;;;;;;;;;;;;;;;;;;;;635;;;;;;;;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25504;;3593;;;;;;;;;;;;;;;;;;;;;;1079;;;;;;304;;;;;;;;;679;;;;;;;;;;;;;;;;;;;;;;;;;;631;;;;;;;;129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124;;;;;;;;;;;;;;;;;720;;;;;;;;;;;;;;4156;;658;7325;;;;
New Zealand;714;;;;;;;;373;;;54744;1170;;;;1155;;;;;;;;;;;;638;;;;;;;4643;;7563;;;;;735;37900;10996;;209;;;14811;;;2218;;;;644;;;1395;;;;;1146;;;;;635;;;25029;;1573;;;;;;8152;;;;;;;;;;;;;;;962;;20329;3689;1925;4717;6547;;;1400;;8389;;;1120;492;;;;;;;;;;;;;;11151;;;;;;;;;;;;;;;;;682;;;335;21639;;;;;;5181;;;;1283;;;1117;;;9860;1884;;;;17448;;;892;2837;;;;;;;45849;;;250;;0;;;3803;;;;;1724;25359;;;6001;;;;;933;2688;;;5014;;;;1617;17564;;;;;;989;;817;;211532;;12984;;;;;;3841;;;;921;2807
Nicaragua;37;;68;;;;;65;188;;;;38;;45;;;;;40;34;;;;46;;;;107;;;61;;;;;;180;;;;;111;81;;;309;;;;6948;;;754;;;;;29;44;;;55;86;;2102;;;;49;;;;;119;;;;;;275;;;;;;;;1199;;;;20;;10017;;;15;;;;16;;;155;24;39;17;;;;;;;;;;;;;;;;;;;;;;;;;;725;;;;;;;;;;;;160;;;;;15;;;;;;;347;;;185;;;;46;;34;;;;235;;;;;;;;;;;113;;;;;;;;;23;;;415;;;;;;36;73;;;;;;;;;;;;;;;;65;;48;;3006;;21;;;125;;;;18;;
Niger;;;438;;;;;;;;;;;;;;;;;;;17081;;;;;;;;;;;18432;;;;397;;;;720;;;;;;;;;;;1147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;149;;;;;;;;43060;;;;;;;;;;;;;;;;;;;;;;;;18540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1096;;;;;;;;;;;;;;;504;;;;;;;;;;9253;;;;;;;;;;;;;;;;;;;;;;;;;
Nigeria;;;;;;;;;;;;;;;;;;;;;;143212;;;;;;;;;;;;;;;10943;;;;11871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8358;;;;;;;;;65493;;;;;;;;;;;;;;;;;;;;;;;45868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1658;;;;;;;;;;;;;;;;;;;;;;60095;;;;;;;;;;;;;;;;;;;;;;;;;
Niue;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106;;;;;;73;;;;;;18;;;;;;;;;;;
Northern Mariana Islands;;;;;;;;;;;;;;;;;783;;;;;;;;;;;;;;;;;;;;;;;;;;;13566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1382;;;;;;;;;;;;;;;;;;;791;;;;;;;;;;;;;;;;;;;;;;112;;;;;;1908;;;;;;;;;;239;;;;;;;;;;;;1138;;;;;13757;;;1413;;1573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1951;;;;;;;;;;;
Norway;638;149;731;;;103;;;533;33;;977;1058;63;9;18;485;20;108;886;;7;;15;263;;11573;82;1260;;21;787;11;58;234;173;197;2242;;;7;;5444;3617;884;28;3230;;266;;177;122;1425;209;;105;506;25;34;21713;11;;236;376;383;108;;530;302;2567;902;;24;6635;2934;;;;789;16;11445;1050;;575;184;;;;285;30;13;78;11;;61;1409;3780;5130;573;8857;6941;498;;506;1413;73;926;109;46;827;;142;6;50;326;1189;;70;70;6;274;89;371;12;304;;17;46;;;12;138;;380;;;8;0;;3719;60;56;39;;164;4108;;316;98;6;414;;;;28;13283;;27;;74;548;5698;5738;708;13;12;5966;23;;1082;3114;148;;;;;;;;;203;71;0;;195;365;;141;59;;6445;744;0;1610;7295;49;341;17;;33401;1501;582;10;3584;537;;63;;;265;530;7300;9;;;459;314;82;14347;507;14956;;163;30;;178;11177;;0;35;184;148
Oman;;;;;;;;;;;;;;;;400;92034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28536;;;;;;;;;;940;;;;;;;;;;;;;;;;;;;;;;;333881;17274;;2223;;;;;;;10484;;;;241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;66498;;;;;;6412;;;;106;;;;;;;;;;;;;;;808;;;;;;;;;;;;;;11085;;9917;;;;;;;;;;;;;;;;;;;;;10139;4658;;;;;;;;;;;;;
Pakistan;2009687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2161329;443;2940;586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Palau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;256;;;;;;;;;;;;;;;;;;;290;;;;;;;;;;;;;;;;;;;;;;;;;;;;326;;;;;;;;;;;;;;;;;;214;;;;;;;;;2892;;;;;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;516;;;;;;;;;;;
