destination;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia (Plurinational State of);Bonaire, Sint Eustatius and Saba;Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cabo Verde;Cambodia;Cameroon;Canada;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;China, Hong Kong Special Administrative Region;China, Macao Special Administrative Region;Colombia;Comoros;Congo;Cook Islands;Costa Rica;C?te d'Ivoire;Croatia;Cuba;Cura?ao;Cyprus;Czech Republic;Democratic People's Republic of Korea;Democratic Republic of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy See;Honduras;Hungary;Iceland;India;Indonesia;Iran (Islamic Republic of);Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao People's Democratic Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia (Federated States of);Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;Republic of Korea;Republic of Moldova;R?union;Romania;Russian Federation;Rwanda;Saint Helena;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Samoa;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Sudan;Spain;Sri Lanka;State of Palestine;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Thailand;The former Yugoslav Republic of Macedonia;Timor-Leste;Togo;Tokelau;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom of Great Britain and Northern Ireland;United Republic of Tanzania;United States of America;United States Virgin Islands;Uruguay;Uzbekistan;Vanuatu;Venezuela (Bolivarian Republic of);Viet Nam;Wallis and Futuna Islands;Western Sahara;Yemen;Zambia;Zimbabwe
Spain;219;1094;48283;;4135;3438;;;244014;7216;;4630;6332;315;56;35;4383;35;2626;37120;32;312;;;92918;;1888;;68502;;19;86226;537;50;3243;50;3321;4961;;116;68;;49390;81322;;;270028;;1694;;2116;1403;1532;71614;;192;4368;161;1194;8358;20;753;73049;456379;3185;4372;17628;62;575;754;;;35;8459;177040;;;200;11215;4926;180349;9730;;2136;;527;;;3643;8269;4351;81;339;;7820;2869;682;18346;1057;4212;1660;9107;;2184;47475;182;5083;1976;420;787;;369;156;181;1318;2596;;1255;687;87;11395;1178;353;35;362;;11131;146;;;8638;173;;35811;136;182;93;0;;521940;892;70;73;;680;34862;;516;3156;168;24338;;;11673;20;30659;;3120;23;16642;101295;23923;33371;75768;;48;2975;8519;;292379;39783;214;;;39;;;;19;131;458;26850;0;38;1691;308;;3279;451;;168;1880;;;403;;320;107;;14768;56682;4433;20;953;376;;343;;;122;1931;1871;13;;112;103;61162;128;222431;253;30491;;65654;240;;108707;765;;;27;119;204
Sri Lanka;63;;;;;;;;;;;253;;;;194;326;;;;;;;113;;;;;;;;;;;;;;122;;;;;;1153;;;;;;;;;;;;122;;;;;;;;;63;;;;;;;;;29;168;;;;;;278;;;44;;;;;;;;;18;;;;;24499;157;51;19;;;26;2571;;410;134;;;;849;;;;358;;;19;;;;;;453;731;;;;;;;;;;;;;;;;;;;167;;;54;;;;;;57;161;482;;;;;;;;6;;134;296;;;;72;;;;;;;;;;635;;;12;;296;;;;;;127;;17;;;;;;76;142;35;;134;;;;;;;;22;;;;;;816;594;;302;;;;;;;;;;;
State of Palestine;;;;;;;;;;;;;;;;8305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78664;;;;54528;;;;16611;;;;2789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9060;;;;;;;;;;;9815;;;;;;;;;;;;;;;21144;;;;;;;;;;;;;;;;;;;;;4852;;;;;;;;;708;;;;;;;10570;;;7978;;;;;;;;;1450;;
Sudan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20771;80942;;;1890;;;;;;;;;;;;;;;13625;;;;;;23620;;;192139;;107732;;;;;;;;;;;;;;;;;;;;;;;;;;;;2397;;;;;;;;;;;;5860;;;;;;;;;2676;;;;;;;;1171;;;;;;;;;;;;;;;;;;;;;;;;25762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;0;;;;;;;;;;;;;;;;;;;;;;;26103;;;;;;;;;;;;;;;;
Suriname;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3921;;;;;;;;;;;;;;;3836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Swaziland;;;;;;87;;;;;;30;;;;;;;;;;;;;;;;69;;;;;;148;;;;15;;;;;;;;;;;49;;;;;;;;;;111;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;167;29;;;;;;;;;;;;;;;;;;;;;;;10145;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;63;10980;;;;;;;;;;;;;;;;;;;;;;;;39;;;;;190;;;;;;;;;;;
Sweden;8345;691;1992;;;552;;;2712;796;;2657;5866;713;26;54;3924;107;1099;1458;;32;;19;2681;;54813;61;4457;;;3962;49;1271;328;383;598;2551;;55;39;;27811;14006;589;;8896;;347;;273;442;5937;1832;;444;622;74;1360;42602;69;45;399;1391;2499;2451;26;5371;9870;11221;;;44;183685;6530;;;3;2931;365;41584;1410;;10749;;42;;;695;170;94;119;116;;274;13600;3876;13593;1926;54470;72553;1468;;2002;6597;222;2611;1556;605;1617;;1039;244;416;2715;21441;20;737;625;;2315;157;81;54;1152;13;61;104;;;26;142;;1526;;22;123;0;;5547;245;442;67;;240;5922;;819;495;17;1444;;;44773;20;4703;;221;25;147;5514;7214;46203;2589;;46;9798;219;;12748;10951;242;;;25;;;23;;;1023;328;0;57;514;492;;536;821;;16045;1567;;5606;6228;2145;1041;27;18;;2620;16772;121;18277;3391;;253;;24;252;3207;35853;158;;;2516;2777;484;17175;1073;15522;;2312;964;;585;12352;;;242;305;339
Switzerland;3300;1492;7337;;38;5161;;87;6710;539;;5347;49468;408;96;240;1576;61;880;12167;50;426;;58;2548;;43394;52;32115;;39;4345;485;447;1638;1988;5473;9354;;158;235;;5860;13469;;;8955;23;991;;691;2265;16547;2433;;290;10682;389;5070;4521;76;251;8108;3720;4875;555;30;5967;419;3828;;;53;4186;113664;;;206;539;513;272280;2114;;6755;;36;;;769;904;246;106;1398;;425;12895;280;14302;2780;6953;5619;2696;;2872;198947;612;5673;515;1689;2581;;346;359;796;1204;4695;62;336;826;1899;885;1819;1341;84;1802;50;329;225;;;96;2210;;4915;;202;519;2163;;13265;985;184;233;;725;21259;;1423;464;156;2627;;;1835;64;3334;;364;199;761;7334;10168;19170;151328;;53;2698;875;;10869;14172;820;;;46;;;;;44;733;1759;112119;181;261;1400;;8102;2918;;3648;5792;;46561;28476;136;812;83;81;7741;;2613;129;15117;44147;;1395;;;257;8391;64071;64;;;600;5401;313;35657;682;28796;;1300;535;;3003;9148;;;338;287;818
Syrian Arab Republic;626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;356344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1126;;;;;192753;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tajikistan;12636;;133;;;;;;;199;;;66;173;;;;;694;;;;;;;;;;;;25;;;;;;;51;;;;;;50;;;;;;;;;;;;;;159;;134;;;;;;;;;;;;;;;;;;;;678;137;;;;;;;;;;;;;;;;;630;;1221;65;;;;;;;;857;;;;11502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;;112;;24;;;;;38;108;;;;;;;39;;;;;803;;;238677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;;;;;;;;792;456;;;;1233;;321;;280;24;;7688;;;;;;;25;
Thailand;10;;;;;;;;;;;1402;;;;;1567;;;;;;;;;;;;;;;;;;;369213;;773;;;;;;33311;;;;;;;;8;;;;;;0;8;497;;;;;0;;;;;0;;;;;1237;;;;;;2247;;;;;;;;;;;;;;;;;8371;564;16;54;;;;591;;8458;;;;;;;539966;;;;0;;;;;;;1209;;;;;;;;;;;;;;;;;1150168;;;12472;500;;1963;;;;;;709;;2462;;;;;;1195;;306;;;1015;;;;;2;;;;;;;;;0;;;;;713;;;;;68;;;;8375;8;0;;;634;901;;;;;;0;;;;;0;;;;0;;;951;;3939;;;;;;7172;;;0;;0
The former Yugoslav Republic of Macedonia;;69782;;;;;;;;;;;;;;;;;;;;;;;;;7828;;;;;964;;;;;;;;;;;;;;;;;;;;;1288;;;;48;;;;;;;;1765;;;;;;;;;;;;;;;;38;;;210;;;;;;;;;;;;73;;;;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8292;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;21;194;;;;;;;;;;;;16097;;;;;33;231;;;;;;;;;;;;;;;;;;;;;;;19250;;;;;58;;;;;;;;;;;;;;;
Timor-Leste;;;;;;;;;;;;522;;;;;130;;;;;;;;;;;;192;;;;;;;;;;;;;;;1172;;;;;;;;;;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5666;;;;;;;;;;;;;;;;;;;;;;;;;;169;;;;;;;;;;;;;;;;;;;;;;;175;;;;;;;;240;;;;;;731;;327;;;;;;;;;;;;;;;;;;;;;;73;;;;;;;;;;;;;;;;;;152;;;;;;;;;;;;;;;;;70;;;;;;204;;;;;
Togo;;;;;;;;;;;;;;;;;;;;37;;50774;;;;;;;;;;;11891;;25;;476;26;;254;487;;;352;;;;;174;;;2377;;;;;;;515;;;;;;;;71;;;;;;;;1071;;;613;727;;117;32648;;;;;;;;2219;86;;;;;;;;;;;;;;;;;;;;;;;;;;;114;;;;;;;;;3674;;;;95;;;;;;;;;;;;;;;;;;;46314;26719;;;;;;;;;;;;;;;;;;;;;1409;;;;;;;;26;;689;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179;;;;;;;;;;;
Tokelau;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;
Tonga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;544;;;;;;;;;;;;;;;;;;;;;;;;;206;;;;;;;;;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trinidad and Tobago;;;;;;;;;;;;;;;;;;1688;;;;;;;;;;;;;;;;;;;;1016;;;;;;494;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;144;;;;;11973;;;;;;5649;;;;;;665;;;;;;;;856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;286;;;;;;;;;;;197;;;;;;;;;;;;;1047;;8998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2243;;3757;;;;;1516;;;;;;
Tunisia;;;9577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;607;;;;;;;;;;;;;667;;;;;;;;;;4577;;;;;;992;;;;;;;;;;;;;;;;;;;;8;;;;1548;;;;;;;;;;;;;;1725;;;;;;;;220;;;;414;;;;;;;;;6315;;;;;;;;;;;128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;357;;;;;;;;;;;;;;662;;;;;;418;;;;;;;;;;;;;;;;;;;259;;;;;;;;;;;
Turkey;9325;3180;621;;;;;;134;762;;2819;13761;16114;;;316;;288;8400;;;;;;;2285;;329;72;;461574;;;;;;1369;;;;;42;1695;55;;45;;;;52;;213;41;;9974;1088;28;30;3230;;;;;741;;;;108;59;;;;1604;15335;;;;;6249;262587;138;;56846;;;45;0;;;;;;;;499;41;499;172;14397;8658;516;;2610;2728;;1921;863;4795;166;;274;1685;;62;1086;;;2948;;250;43;;;254;;;41;;;;;;147;;;183;;;457;;36;;;;20949;;278;;;280;;;3410;24;1092;;;;;51;561;3278;215;;30;491;2239;;19905;19061;;;;;;;;;;4218;64;;;;190;;301;140;;89;283;;1160;37;721;224;;73;5120;9953;5158;255;140;138175;;;;;;489;;1953;;;;4011;42;18156;213;13034;;42;7615;;38;29;;;66;;
Turkmenistan;;;;;;;;;;7605;;;;8285;;;;;4197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2017;;;;;;;;;;;;;;;;;;;3476;;;;;;;;;19694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5233;;;;;;;92165;;;;;;;;
Turks and Caicos Islands;;;;;;;;;;;;;;;255;;;;;;;;;;;;;;;;;;;;;;;427;;;;;;;;;;;;;;;;;;;;;;;;;722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;398;;695;;;;;;;;;;;
Tuvalu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;;;;
Uganda;;;;;;;;;;;;;;;;;150;;;46;;;;;;;;;;;;;;17837;;;;278;;;;;;429;;;;;;;;;;;;;;156;106170;183;;;;;;;;4;;106;;;;;261;;;;;;244;;;42;;;;;;;;;;;;;;4115;;;;;;;424;;213;;;42707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;;224;;;;;;;;;;677;;;;;;;;;;;183;;;;320;84844;;;;;;;;;;;;;;;;;;;1828;;;63;;;360477;;;;;;;;;;;;;;;;;;;;;;1256;25623;1006;;;;;;;;;;;
Ukraine;2207;;;;;;;;;49416;;;;85967;;;;;256474;;;;;;;;;;;;;1811;;;;;;;;;;;;6854;;;;;;;;;;;;;;;;;;;;;;;;;10678;;;;;;;;;;;67270;1132;;;;;;;;;;;;;;;;;3987;;2232;;;;3920;;;;3880;232148;;;;27921;;20366;1844;;;;;25507;;;;;;;;;;;;;;;;;;;1816;;;;;;;;;;;;;;;;;;;;;;;3216;;;;;156418;;;3422713;;;;;;;;;;;;;;;;;;;;;;;;;1581;;;;;;3887;30677;;;;;;;;;1416;23610;;;;;;;;2861;;;229608;;;12943;;;;;
United Arab Emirates;3208;;;;;;;;;;;;;;;831;408976;;;;;;;;;;;;;;;;;;;;;;;;2094;;;;;;;;;;;;;;;;;;;;;;;;341770;;;7570;;4607;;;;;5745;;;;;;;;;;;;;;;;;;;;;;;1286993;121621;;;;;;;;;63626;;;;26337;;;;14856;;;;;;;;;;;;;;;;;;;;;;;;3594;;;;;8818;1378;;;;;5207;;;;;383811;;;;;;202618;;;;824;;;;;;;;;;;;;;;2395;;;;;;;;;;4165;;6751;;49194;22830;55931;;;;;22332;;4842;;;;;;;2303;16152;;;;;;;13007;;6294;;;;;;;;;82490;;
United Kingdom of Great Britain and Northern Ireland;36100;7351;16429;;39;9467;569;3517;8001;1040;660;108178;18336;1598;1719;4621;170124;18706;2557;22525;1193;398;3357;239;2260;;6731;2451;31040;285;3744;24672;147;2999;700;884;6210;70642;892;217;245;14541;5667;147321;87213;;17569;95;5608;;503;4946;7108;1641;;72352;23471;8001;12947;19339;319;6061;877;5440;25881;679;159;11182;4937;10737;310;945;4497;11384;108252;;84;229;7039;1707;261429;70045;8716;33317;42;8825;;;679;1204;1279;19728;220;;490;30132;1668;549350;7546;58694;49586;462925;7719;13912;114731;141923;34598;4145;2731;124826;159;8740;546;523;30230;12180;517;2376;11808;26;52001;1460;847;13376;55324;263;232;27600;;;113;31876;;6836;;287;917;819;7640;15795;4282;10194;1707;16;26149;48075;119;55844;279;139;133542;;;14212;2406;380338;;557;1005;582;5220;78326;328865;59305;;1650;8610;1668;13;41778;25439;3147;2847;5622;8046;;6718;226;;481;19541;1249;6567;3008;18732;38195;;31435;1555;301;67595;159229;;64301;90900;;13407;326;1080;25452;16618;6191;241;27817;1952;1960;1000;;194;20735;4251;68300;379;108;;53634;15544;7777;;31706;164325;130;1079;1468;130;6053;24711;;;14104;23215;79861
United Republic of Tanzania;;;;;;1153;;;;;;;;;;;;;;;;;;;;;;132;;;;;;460918;;;;275;;;;;;;;;;551;23777;;;;;;;;;;150345;;;;;;;;;;;;;;;;;;;;;;901;;;;;;;;;;;;;;;;;7198;;;;;;;536;;;;;29010;;;;;;;134;;;;;;;7048;;;;;;;;181;;;;;;;;;36267;;571;;;;;;;;;;;;;617;;;;;;;;;;;;;;;;13231;;;;;;;;;;;;345;;;;;;;3424;659;;;;;;;83;;;;;;;;;;;;;;;;;9484;;;1015;;1204;;;;;;;;;;11845;753
United States of America;50486;53265;12320;;;7087;;21812;148392;66636;4540;65578;58091;15311;28259;;122714;52145;45718;33312;43087;;8186;;64764;;106095;;272297;;;46847;;;29166;143281;20110;818370;;;;;85360;1561898;210194;8555;564430;;;;78555;13728;42138;932172;;13183;77395;;11848;30458;;24557;740302;353988;121160;969458;;20312;9787;106732;;;34692;19849;150839;;;;11033;15424;663073;87399;;153643;;30022;;;625039;9688;;230099;477776;;372898;84600;5148;1351026;81051;305257;102547;141337;;121399;426383;594197;345849;53805;10851;62649;;21421;3480;198382;25910;111625;;54138;6073;;31994;2400;;;54160;;;8040;6004;;;;;10309054;6736;;;;4648;45747;;47838;;;28769;91610;;25497;229520;;169192;;;29044;;254094;;103068;;20737;340722;1551021;462140;375632;1572102;;961931;24665;;147840;360688;;;13158;16098;;20326;15622;;;26886;20161;18126;;26691;23952;;;5974;;74728;70985;;83831;32536;27207;29646;9656;;47536;41304;55931;3129;189930;20606;;;;16412;211656;7166;87208;1312;;;22197;290263;8018;677129;21532;;;36900;25573;;138645;1074942;;;26433;11318;26585
United States Virgin Islands;;;;;;;1037;4708;;;510;;;;;;;364;;;;;;;;403;;;;2594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5206;3915;;;;;;;;;;;;;;;;;;;;;;;583;;;;;;;574;;;;;;;;;;;;;362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;794;;;;;;;;;;;;;;;;;;;;;;;;;;4190;;;;;;;;;7074;3438;;528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1943;;;;;;;;;;;16281;;;;;;;;;;;
Uruguay;;;;;;;;;22181;;;;;;;;;;;;;;;;;;;;11246;;;;;;;;;329;;;;;1430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;764;;;;;;1261;;;;;;;;;;;;;;;;;;;;;;;;12369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;553;;;;;;;;;;;;;;;;;;;;;;;;;;1300;339;;1173;563;;;;;;614;;;;;;;;;;;;;;;;;;;;;;;;20051;;;;;;;;;;;;;;;;;;;;;;;;;355;;1250;;;;;587;;;;;;
Uzbekistan;;;;;;;;;;7039;;;;22504;;;;;28636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9362;;;;;;;;;;;;;;;;;;;;;;;;;;;;18166;;;;5201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1010087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12216;;;;;;;;;;810;;;;132963;;;;;;;;;;;;;;;
Vanuatu;;;;;;;;;;;;549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;176;;379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;197;251;;;;;;;;;;;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;;;;;;;;;;;27;;;;;;;;;;100;;;;;;;;;;;;;
Venezuela (Bolivarian Republic of);;16;84;;;169;;;9078;30;436;133;802;;;;;43;;388;17;;;;1864;921;20;;5214;;;127;;;;;;1016;;;;;15347;11278;515;;666380;;;;1142;;368;10372;;13;337;41;;129;;4;14286;31597;225;937;;25;46;29;;;;64;3657;26;;;;11;4016;28;;747;;202;;;425;;;7511;1750;;299;923;;232;53;105;69;55;;538;49767;111;408;235;;;;63;;;125;6927;;;124;;132;;;;30;;;;;37;;;;3344;;;;244;;1035;48;;;;;628;;15;1953;;90;;;80;;11;;925;;226;39846;144;819;53646;480;;249;;;786;605;;;;15;;108;;;;1346;12;746;;;15;;20;92;;;67;;75453;;431;;54;;127;647;14055;;62;;;;;;2746;12;116;;;;;189;;1679;;10445;;4672;;;;10;;;;;13
Viet Nam;;;;;;;;;;;;36;;;;;4129;;;;;;;;;;;;;;;;;;;2357;;544;;;;;;2661;;;;;;;;;;;;;;867;;;;;;;;;;;;;;;;;145;;;;;;;;;;;;;;;;;;;;;;;1143;5861;;;;;;;;809;;;;;;;4941;;;;;;;;;;;90;;;;;;;;;;;;;;;;;7834;;;1375;;;;;;;;;;;338;;;;;;80;;;;;639;;;;;;;;;;;;;;;;;;;1220;;;;;;;;;151;;;;;;;;;8148;;;;;;;;;;;;;;;2803;;1812;;;;;;;;;;;
Wallis and Futuna Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;710;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;1318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;;;;;;;
Western Sahara;;;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202;;;;;;;;;;;;;;;717;757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;280;;;;408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yemen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9888;;;0;;1616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;92122;;;;;3392;21494;;;;;2578;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;
Zambia;;;;;;98521;;;;;;148;;;;;;;;;;;;;;;;319;;;;;;3845;;;66;177;;;;;;408;;;;;5632;;;;;;;;;;73742;;;;;;116;;;;;;;;;;62;;;;;;209;170;;;;;;;;;;;;;;;;4007;;;;;;;;;113;;;364;;;;;;;;;;;;;;9665;;;205;;;;;;;;;;;;;;842;;251;;;;;;;;263;;;;;;;;;;;;;;;;;;;;;6873;;;;;;;;;;153;;;;;;;;;;2170;;;;;;;;;;;;;;;;;;;;;;;;355;;;1154;5057;662;;;;;;;;;;;12444
Zimbabwe;;;;;;;;;;;;;;;;;;;;;;;;;;;;4134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102611;;;;;;;;;;;;;;;;;145462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19010;;;;;;;;;;;;;;;;;;;;;;;;;;;19394;;;;;;;;;;;;29766;
